alpha,sigma_m1C,sigma_m1T,sigma_m2C,sigma_m2T,sigma_m6_plus,sigma_m6_moins,sigma_mb_plus,sigma_mb_moins,E_1m,E_2m,G_12m,u_12m,u_16m,u_26m,E_1f,E_2f,G_12f,u_12f,u_16f,u_26f
0.0,-140.00000000000003,39.99999999999999,-253.75802413363482,79.30469920436632,41.08980014926616,-11.461351752598919,40.65466404765491,-137.745573138564,18868.97334235775,18868.97334235775,2327.7590958252053,0.183877915902572,-0.0,-0.0,18868.97334235775,18868.97334235775,2327.7590958252053,0.18387791590257202,-0.0,-0.0
14.999999999999998,-148.99436454132382,42.84892978406684,-180.63676174453187,53.19443568982743,46.11506944237466,-13.128705562482324,40.65466404765491,-137.74557313856403,18868.97334235775,18868.97334235775,2327.7590958252053,0.183877915902572,-0.0,-0.0,18868.97334235775,18868.97334235775,2327.7590958252053,0.18387791590257202,-0.0,-0.0
29.999999999999996,-180.6367617445318,53.1944356898274,-148.99436454132382,42.84892978406683,46.11506944237466,-13.12870556248232,40.65466404765491,-137.74557313856403,18868.97334235775,18868.97334235775,2327.7590958252053,0.183877915902572,-0.0,-0.0,18868.97334235775,18868.97334235775,2327.7590958252053,0.18387791590257202,-0.0,-0.0
45.0,-253.75802413363488,79.30469920436633,-140.0,40.00000000000001,41.08980014926616,-11.461351752598919,40.65466404765491,-137.745573138564,18868.97334235775,18868.97334235775,2327.7590958252053,0.183877915902572,-0.0,-0.0,18868.97334235775,18868.97334235775,2327.7590958252053,0.18387791590257202,-0.0,-0.0
